NCBI GeneID	Symbol	Description	Transcripts	Ensembl GeneIDs
100230966	FGD5	FYVE, RhoGEF and PH domain containing 5	1	ENSTGUG00000010607
100230967	PRDM8	PR/SET domain 8	1	
100230968	CENPV	centromere protein V	1	
100230969	CRBN	cereblon	3	ENSTGUG00000010200
100230972	AGXT2	alanine--glyoxylate aminotransferase 2	1	ENSTGUG00000001974
100230974	DPH1	diphthamide biosynthesis 1	1	
100230975	SF3B1	splicing factor 3b subunit 1	3	ENSTGUG00000010553
100230979	PHF24	PHD finger protein 24	2	ENSTGUG00000001754
100230980	CHGB	chromogranin B	2	ENSTGUG00000025948
100230981	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	2	
100230982	RABEP1	rabaptin, RAB GTPase binding effector protein 1	1	ENSTGUG00000004306
100230985	LGALSL	galectin like	1	ENSTGUG00000025180
100230987	DHRS11	dehydrogenase/reductase 11	1	ENSTGUG00000008041
100230989	TARS1	threonyl-tRNA synthetase 1	1	ENSTGUG00000001925
100230993	ORAI2	ORAI calcium release-activated calcium modulator 2	3	ENSTGUG00000021863
100230995	SGTA	small glutamine rich tetratricopeptide repeat co-chaperone alpha	1	
100230998	WDR18	WD repeat domain 18	2	ENSTGUG00000000664
100230999	METTL15	methyltransferase 15, mitochondrial 12S rRNA N4-cytidine	2	ENSTGUG00000004772
100231003	N6AMT1	N-6 adenine-specific DNA methyltransferase 1	3	ENSTGUG00000013486
100231010	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	6	ENSTGUG00000007439
100231013	FZD8	frizzled class receptor 8	1	
100231015	CNOT6	CCR4-NOT transcription complex subunit 6	2	ENSTGUG00000001119
100231016	ERBB4	erb-b2 receptor tyrosine kinase 4	4	ENSTGUG00000011479
100231018	NOP16	NOP16 nucleolar protein	1	ENSTGUG00000000543
100231021	NDRG3	NDRG family member 3	6	ENSTGUG00000003092
100231023	DHX40	DEAH-box helicase 40	2	ENSTGUG00000007512
100231024	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11	3	ENSTGUG00000000608
100231027	CZH5orf34	chromosome Z C5orf34 homolog	1	
100231028	VHL	von Hippel-Lindau tumor suppressor	1	ENSTGUG00000024732
100231029	GTF2E2	general transcription factor IIE subunit 2	1	ENSTGUG00000001771
100231030	NSRP1	nuclear speckle splicing regulatory protein 1	1	ENSTGUG00000006486
100231031	NIPBL	NIPBL cohesin loading factor	1	ENSTGUG00000002047
100231032	TMCC1	transmembrane and coiled-coil domain family 1	9	ENSTGUG00000027084
100231033	UNC119	unc-119 lipid binding chaperone	1	ENSTGUG00000025488
100231035	SNX17	sorting nexin 17	1	ENSTGUG00000014787
100231036	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	2	ENSTGUG00000011070
100231037	PDS5B	PDS5 cohesin associated factor B	7	ENSTGUG00000011779
100231041	MAFF	MAF bZIP transcription factor F	2	ENSTGUG00000023494
100231042	ZC3H12C	zinc finger CCCH-type containing 12C	1	
100231045	SERHL2	serine hydrolase like 2	5	ENSTGUG00000009654
100231049	KMT2A	lysine methyltransferase 2A	3	ENSTGUG00000000065
100231052	MAML2	mastermind like transcriptional coactivator 2	1	ENSTGUG00000012803
100231053	HMBS	hydroxymethylbilane synthase	5	ENSTGUG00000000010
100231058	RAB39A	RAB39A, member RAS oncogene family	1	ENSTGUG00000029732
100231059	CTU2	cytosolic thiouridylase subunit 2	2	ENSTGUG00000029764
100231064	COMMD6	COMM domain containing 6	2	
100231066	RXRA	retinoid X receptor alpha	1	ENSTGUG00000005800
100231067	GTF3C6	general transcription factor IIIC subunit 6	2	ENSTGUG00000012040
100231068	BARHL1	BarH like homeobox 1	2	ENSTGUG00000005134
100231071	PRLHR	prolactin releasing hormone receptor	2	ENSTGUG00000011085
100231075	DNER	delta/notch like EGF repeat containing	1	ENSTGUG00000008311
100231079	CRAT	carnitine O-acetyltransferase	1	ENSTGUG00000004362
100231081	TUBE1	tubulin epsilon 1	1	ENSTGUG00000011993
100231083	BICD1	BICD cargo adaptor 1	7	ENSTGUG00000011484
100231084	PTGR3	prostaglandin reductase 3	2	ENSTGUG00000024919
100231085	N4BP2L1	NEDD4 binding protein 2 like 1	1	ENSTGUG00000025842
100231086	TF	transferrin	1	ENSTGUG00000006576
100231089	POLR3B	RNA polymerase III subunit B	1	ENSTGUG00000011035
100231090	RASA2	RAS p21 protein activator 2	4	ENSTGUG00000008379
100231091	TBCCD1	TBCC domain containing 1	1	ENSTGUG00000006809
100231092	CSNK1E	casein kinase 1 epsilon	2	ENSTGUG00000010414
100231093	TBC1D10A	TBC1 domain family member 10A	1	ENSTGUG00000010542
100231096	COPB2	COPI coat complex subunit beta 2	3	ENSTGUG00000005180
100231100	ALG11	ALG11 alpha-1,2-mannosyltransferase	1	
100231104	GPR12	G protein-coupled receptor 12	3	ENSTGUG00000029743
100231106	EP300	E1A binding protein p300	1	ENSTGUG00000010016
100231109	SIK3	SIK family kinase 3	4	ENSTGUG00000000153
100231111	UBASH3B	ubiquitin associated and SH3 domain containing B	1	ENSTGUG00000000479
100231113	CNTN5	contactin 5	11	
100231114	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	2	ENSTGUG00000020920
100231115	USP21	ubiquitin specific peptidase 21	1	ENSTGUG00000016056
100231118	PSMC6	proteasome 26S subunit, ATPase 6	1	ENSTGUG00000013103,ENSTGUG00000027664
100231119	EDRF1	erythroid differentiation regulatory factor 1	2	ENSTGUG00000011472
100231122	GPI	glucose-6-phosphate isomerase	1	
100231123	FUBP3	far upstream element binding protein 3	5	ENSTGUG00000004662
100231124	DPY19L3	dpy-19 like C-mannosyltransferase 3	6	ENSTGUG00000009029
100231125	PKN3	protein kinase N3	2	ENSTGUG00000004079
100231127	NUFIP1	nuclear FMR1 interacting protein 1	1	ENSTGUG00000012321
100231129	VAX1	ventral anterior homeobox 1	1	ENSTGUG00000011051
100231130	GMNN	geminin DNA replication inhibitor	3	ENSTGUG00000009018
100231133	NTNG2	netrin G2	4	ENSTGUG00000005108
100231135	GRIK2	glutamate ionotropic receptor kainate type subunit 2	8	ENSTGUG00000012240
100231137	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	5	ENSTGUG00000008519
100231139	HDDC2	HD domain containing 2	1	
100231140	ABCA2	ATP binding cassette subfamily A member 2	5	ENSTGUG00000002344
100231141	POLR3C	RNA polymerase III subunit C	8	ENSTGUG00000016941
100231143	PROC	protein C, inactivator of coagulation factors Va and VIIIa	1	ENSTGUG00000007510
100231145	SMTN	smoothelin	4	ENSTGUG00000010726
100231150	NEFH	neurofilament heavy chain	1	
100231151	PMM1	phosphomannomutase 1	2	ENSTGUG00000009884
100231153	BARX2	BARX homeobox 2	1	ENSTGUG00000000574
100231154	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	15	ENSTGUG00000002672
100231155	SRGN	serglycin	1	
100231156	TBC1D5	TBC1 domain family member 5	9	ENSTGUG00000003159
100231157	CDC42EP3	CDC42 effector protein 3	4	ENSTGUG00000008820
100231158	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	1	ENSTGUG00000005055
100231162	PGAP6	post-GPI attachment to proteins 6	1	
100231163	BLVRA	biliverdin reductase A	2	ENSTGUG00000001814
100231167	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3	3	ENSTGUG00000003801
100231168	POMK	protein O-mannose kinase	1	ENSTGUG00000023177
100231169	IGDCC3	immunoglobulin superfamily DCC subclass member 3	1	ENSTGUG00000009117
100231171	ADCY9	adenylate cyclase 9	2	ENSTGUG00000003956
100231172	LARS2	leucyl-tRNA synthetase 2, mitochondrial	1	ENSTGUG00000005000
100231174	TOP2B	DNA topoisomerase II beta	3	ENSTGUG00000003405
100231175	JPT2	Jupiter microtubule associated homolog 2	1	ENSTGUG00000019130
100231176	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	1	ENSTGUG00000002773
100231177	IL16	interleukin 16	7	ENSTGUG00000007913
100231180	TRMT10A	tRNA methyltransferase 10A	2	ENSTGUG00000019397
100231181	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2	1	ENSTGUG00000027648
100231182	DVL1	dishevelled segment polarity protein 1	4	ENSTGUG00000003140
100231183	SPPL2A	signal peptide peptidase like 2A	4	ENSTGUG00000007425
100231184	CCSER1	coiled-coil serine rich protein 1	4	ENSTGUG00000003088
100231188	LRRC47	leucine rich repeat containing 47	1	ENSTGUG00000002737
100231189	GCLM	glutamate-cysteine ligase modifier subunit	1	
100231192	TSPAN5	tetraspanin 5	1	ENSTGUG00000029459
100231193	LARP6	La ribonucleoprotein 6, translational regulator	1	ENSTGUG00000024859
100231195	GLDC	glycine decarboxylase	1	ENSTGUG00000004885
100231199	HOMER1	homer scaffold protein 1	1	ENSTGUG00000003711
100231201	LIMD1	LIM domain containing 1	2	ENSTGUG00000027755
100231202	ALDH1A3	aldehyde dehydrogenase 1 family member A3	1	ENSTGUG00000008854
100231203	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component	2	ENSTGUG00000006815
100231204	SENP8	SUMO peptidase family member, NEDD8 specific	3	ENSTGUG00000024203
100231206	NUDT13	nudix hydrolase 13	1	ENSTGUG00000004363
100231209	FEZ2	fasciculation and elongation protein zeta 2	3	ENSTGUG00000008653
100231212	BMAL1	basic helix-loop-helix ARNT like 1	9	ENSTGUG00000015954
100231214	MGRN1	mahogunin ring finger 1	5	ENSTGUG00000004130
100231215	FHDC1	FH2 domain containing 1	1	ENSTGUG00000005070
100231216	SMAD6	SMAD family member 6	1	ENSTGUG00000009467
100231217	AARS2	alanyl-tRNA synthetase 2, mitochondrial	1	ENSTGUG00000007880
100231220	ELOVL6	ELOVL fatty acid elongase 6	1	ENSTGUG00000027644
100231225	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13	3	ENSTGUG00000004305
100231227	AKAP13	A-kinase anchoring protein 13	7	ENSTGUG00000008410
100231230	TMEM106B	transmembrane protein 106B	1	ENSTGUG00000025976
100231231	HDGFL3	HDGF like 3	1	ENSTGUG00000007749
100231232	SLC44A3	solute carrier family 44 member 3	4	ENSTGUG00000005629
100231236	NPY5R	neuropeptide Y receptor Y5	5	ENSTGUG00000018793
100231237	PHF13	PHD finger protein 13	1	
100231238	UNC13C	unc-13 homolog C	3	ENSTGUG00000006535
100231239	HADH	hydroxyacyl-CoA dehydrogenase	1	ENSTGUG00000004004
100231241	MINDY2	MINDY lysine 48 deubiquitinase 2	1	ENSTGUG00000006043
100231242	THAP9	THAP domain containing 9	1	ENSTGUG00000002802
100231243	LRRC38	leucine rich repeat containing 38	1	ENSTGUG00000002502
100231245	FBLIM1	filamin binding LIM protein 1	8	
100231247	TMEM184C	transmembrane protein 184C	1	ENSTGUG00000002618
100231248	NPSR1	neuropeptide S receptor 1	1	ENSTGUG00000005340
100231250	GRAMD2A	GRAM domain containing 2A	3	ENSTGUG00000004416
100231252	EFL1	elongation factor like GTPase 1	1	ENSTGUG00000007850
100231253	BIN3	bridging integrator 3	3	ENSTGUG00000015018,ENSTGUG00000028525
100231255	SLC26A4	solute carrier family 26 member 4	3	ENSTGUG00000003133
100231257	TJP1	tight junction protein 1	13	ENSTGUG00000005653
100231258	RELN	reelin	3	ENSTGUG00000002836
100231261	CMC1	C-X9-C motif containing 1	1	
100231263	EPB41L5	erythrocyte membrane protein band 4.1 like 5	3	ENSTGUG00000004633
100231265	ZNF385B	zinc finger protein 385B	11	ENSTGUG00000009316
100231266	PLAA	phospholipase A2 activating protein	1	
100231269	PTPN4	protein tyrosine phosphatase non-receptor type 4	2	ENSTGUG00000004689
100231272	MTMR8	myotubularin related protein 8	2	ENSTGUG00000005560
100231277	CSAD	cysteine sulfinic acid decarboxylase	11	ENSTGUG00000003769,ENSTGUG00000024412
100231280	MTSS1	MTSS I-BAR domain containing 1	11	ENSTGUG00000012488
100231286	HEXD	hexosaminidase D	1	ENSTGUG00000007685
100231294	TAF9B	TATA-box binding protein associated factor 9b	1	ENSTGUG00000002603
100231295	GARS1	glycyl-tRNA synthetase 1	1	ENSTGUG00000000364
100231302	ZC4H2	zinc finger C4H2-type containing	2	ENSTGUG00000029285
100231303	NBEAL2	neurobeachin like 2	1	ENSTGUG00000000174
100231306	RRP8	ribosomal RNA processing 8	1	
100231307	TANK	TRAF family member associated NFKB activator	2	ENSTGUG00000006647
100231309	STK36	serine/threonine kinase 36	4	
100231312	GPR27	G protein-coupled receptor 27	1	
100231316	RAPGEF4	Rap guanine nucleotide exchange factor 4	6	ENSTGUG00000008556
100231320	GCFC2	GC-rich sequence DNA-binding factor 2	4	ENSTGUG00000013201
100231321	NEXMIF	neurite extension and migration factor	2	ENSTGUG00000005807
100231323	DCTN2	dynactin subunit 2	6	ENSTGUG00000015204
100231324	MMD	monocyte to macrophage differentiation associated	2	ENSTGUG00000009491
100231328	NHSL2	NHS like 2	5	ENSTGUG00000020851
100231330	ITGB4	integrin subunit beta 4	1	ENSTGUG00000008343
100231331	CCNH	cyclin H	2	ENSTGUG00000001165
100231333	DHX8	DEAH-box helicase 8	1	ENSTGUG00000002881
100231336	TATDN1	TatD DNase domain containing 1	1	ENSTGUG00000012477
100231338	KCNH4	potassium voltage-gated channel subfamily H member 4	2	
100231345	LONRF3	LON peptidase N-terminal domain and ring finger 3	1	ENSTGUG00000003292
100231349	HPRT1	hypoxanthine phosphoribosyltransferase 1	1	ENSTGUG00000002952
100231351	SLC33A1	solute carrier family 33 member 1	1	
100231354	UBTF	upstream binding transcription factor	6	ENSTGUG00000001880
100231356	ZBTB47	zinc finger and BTB domain containing 47	1	ENSTGUG00000000272
100231362	POU3F4	POU class 3 homeobox 4	1	ENSTGUG00000029753
100231363	CDC25A	cell division cycle 25A	1	ENSTGUG00000000097
100231370	LONRF2	LON peptidase N-terminal domain and ring finger 2	2	ENSTGUG00000010057
100231372	GPR78	G protein-coupled receptor 78	1	ENSTGUG00000010289
100231373	MFSD9	major facilitator superfamily domain containing 9	1	
100231374	SLC49A3	solute carrier family 49 member 3	1	ENSTGUG00000000133
100231376	WFS1	wolframin ER transmembrane glycoprotein	3	ENSTGUG00000010045
100231378	IDUA	alpha-L-iduronidase	1	ENSTGUG00000000205
100231379	QSOX1	quiescin sulfhydryl oxidase 1	1	ENSTGUG00000017374
100231380	COL8A2	collagen type VIII alpha 2 chain	2	ENSTGUG00000001619
100231381	RILPL1	Rab interacting lysosomal protein like 1	3	
100231382	WDR1	WD repeat domain 1	1	ENSTGUG00000009876
100231384	PBX1	PBX homeobox 1	3	ENSTGUG00000017317
100231385	ZMPSTE24	zinc metallopeptidase STE24	1	ENSTGUG00000001445
100231388	KIFAP3	kinesin associated protein 3	3	ENSTGUG00000017302
100231392	KLHL5	kelch like family member 5	3	ENSTGUG00000008989
100231393	UNC50	unc-50 inner nuclear membrane RNA binding protein	1	
100231395	HPCAL4	hippocalcin like 4	2	
100231396	POP4	POP4 homolog, ribonuclease P/MRP subunit	2	ENSTGUG00000008953
100231397	TACC3	transforming acidic coiled-coil containing protein 3	1	ENSTGUG00000010612
100231399	CTPS1	CTP synthase 1	1	ENSTGUG00000000831
100231400	DTWD2	DTW domain containing 2	1	ENSTGUG00000025374
100231402	ANAPC4	anaphase promoting complex subunit 4	2	ENSTGUG00000009328
100231406	KCNC2	potassium voltage-gated channel subfamily C member 2	11	ENSTGUG00000007354
100231411	TENT4B	terminal nucleotidyltransferase 4B	2	ENSTGUG00000008561
100231413	HPS6	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3	1	ENSTGUG00000009875
100231414	NOS1	nitric oxide synthase 1	3	ENSTGUG00000010372
100231416	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1	1	ENSTGUG00000009430
100231417	RAB21	RAB21, member RAS oncogene family	1	ENSTGUG00000007249
100231420	TPCN1	two pore segment channel 1	2	ENSTGUG00000009086
100231421	PUF60	poly(U) binding splicing factor 60	3	ENSTGUG00000012797,ENSTGUG00000027413
100231422	COG4	component of oligomeric golgi complex 4	1	ENSTGUG00000006122
100231424	RAP2A	RAP2A, member of RAS oncogene family	1	
100231425	SLC6A2	solute carrier family 6 member 2	1	ENSTGUG00000007218
100231427	AOPEP	aminopeptidase O (putative)	4	ENSTGUG00000000565
100231428	KIAA1671	KIAA1671 ortholog	6	ENSTGUG00000024957
100231429	KCNIP2	potassium voltage-gated channel interacting protein 2	4	
100231430	RPH3A	rabphilin 3A	4	ENSTGUG00000006837
100231431	AUH	AU RNA binding methylglutaconyl-CoA hydratase	4	ENSTGUG00000000418
100231434	TMEM200A	transmembrane protein 200A	2	ENSTGUG00000011702
100231436	TCTN1	tectonic family member 1	1	ENSTGUG00000006407
100231437	DNAH5	dynein axonemal heavy chain 5	1	ENSTGUG00000007486
100231438	TGFBRAP1	transforming growth factor beta receptor associated protein 1	1	ENSTGUG00000009752
100231441	HIP1R	huntingtin interacting protein 1 related	2	ENSTGUG00000005574
100231442	TMEM255B	transmembrane protein 255B	2	ENSTGUG00000009312
100231445	MYOC	myocilin	1	
100231446	RSPO1	R-spondin 1	1	ENSTGUG00000001536
100231447	AACS	acetoacetyl-CoA synthetase	1	ENSTGUG00000004908
100231449	FAM184B	family with sequence similarity 184 member B	4	ENSTGUG00000009652
100231451	SEL1L3	SEL1L family member 3	3	ENSTGUG00000009265
100231453	RELL1	RELT like 1	3	ENSTGUG00000009141
100231454	TNFSF13B	TNF superfamily member 13b	1	ENSTGUG00000010782
100231458	SLC5A7	solute carrier family 5 member 7	2	ENSTGUG00000009694
100231459	MACO1	macoilin 1	3	ENSTGUG00000001102
100231461	LAPTM5	lysosomal protein transmembrane 5	2	ENSTGUG00000000801
100231463	TCF25	transcription factor 25	1	ENSTGUG00000008000
100231464	FBXO31	F-box protein 31	2	ENSTGUG00000007593
100231465	NARS1	asparaginyl-tRNA synthetase 1	2	ENSTGUG00000017495
100231466	NUP107	nucleoporin 107	1	ENSTGUG00000006761
100231468	TWNK	twinkle mtDNA helicase	1	ENSTGUG00000010066
100231470	RPL13	ribosomal protein L13	1	
100231473	LRRC75B	leucine rich repeat containing 75B	1	ENSTGUG00000023162
100231474	RLIG1	RNA 5'-phosphate and 3'-OH ligase 1	4	ENSTGUG00000007945
100231475	CPN1	carboxypeptidase N subunit 1	1	ENSTGUG00000009169
100231476	RNF10	ring finger protein 10	1	ENSTGUG00000009579
100231477	RPL18A	ribosomal protein L18a	1	ENSTGUG00000006444
100231479	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4	7	ENSTGUG00000005770
100231481	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	2	ENSTGUG00000006220
100231484	USP30	ubiquitin specific peptidase 30	1	ENSTGUG00000007057
100231486	MED15	mediator complex subunit 15	1	ENSTGUG00000010134
100231487	UVSSA	UV stimulated scaffold protein A	3	ENSTGUG00000010640
100231489	DAPK1	death associated protein kinase 1	1	ENSTGUG00000000606
100231490	SNAP29	synaptosome associated protein 29	1	ENSTGUG00000026457
100231497	PTPRT	protein tyrosine phosphatase receptor type T	14	ENSTGUG00000004341
100231498	KIF2A	kinesin family member 2A	4	ENSTGUG00000002730
100231500	CFL2	cofilin 2	1	ENSTGUG00000011931
100231502	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	2	ENSTGUG00000007419
100231503	PLK2	polo like kinase 2	1	ENSTGUG00000002609
100231506	RIMS4	regulating synaptic membrane exocytosis 4	1	ENSTGUG00000028883
100231511	COQ8A	coenzyme Q8A	2	ENSTGUG00000004345
100231512	PHYH	phytanoyl-CoA 2-hydroxylase	1	ENSTGUG00000002270
100231514	SEL1L	SEL1L adaptor subunit of SYVN1 ubiquitin ligase	2	ENSTGUG00000012387
100231516	SRBD1	S1 RNA binding domain 1	4	ENSTGUG00000003878
100231517	SPTSSA	serine palmitoyltransferase small subunit A	1	
100231520	PCNX1	pecanex 1	8	ENSTGUG00000011329
100231521	SRSF5	serine and arginine rich splicing factor 5	2	ENSTGUG00000011425
100231525	ARFGAP2	ADP ribosylation factor GTPase activating protein 2	2	ENSTGUG00000010515
100231530	CROT	carnitine O-octanoyltransferase	3	ENSTGUG00000001370
100231531	PHLDB2	pleckstrin homology like domain family B member 2	10	ENSTGUG00000013596
100231532	RRP15	ribosomal RNA processing 15 homolog	1	
100231533	PDE3B	phosphodiesterase 3B	1	ENSTGUG00000008479
100231536	WDR89	WD repeat domain 89	2	ENSTGUG00000021948
100231538	PPP1R21	protein phosphatase 1 regulatory subunit 21	3	ENSTGUG00000005626
100231539	ARHGAP21	Rho GTPase activating protein 21	3	ENSTGUG00000001167
100231540	UTP25	UTP25 small subunit processome component	2	ENSTGUG00000003232
100231544	ATP6V1G3	ATPase H+ transporting V1 subunit G3	1	ENSTGUG00000026626
100231546	AK7	adenylate kinase 7	6	ENSTGUG00000012686
100231549	PMEPA1	prostate transmembrane protein, androgen induced 1	4	ENSTGUG00000024167
100231550	TENM2	teneurin transmembrane protein 2	16	ENSTGUG00000001484
100231556	CDH4	cadherin 4	3	ENSTGUG00000007909
100231560	CAMLG	calcium modulating ligand	1	ENSTGUG00000001268
100231561	NOCT	nocturnin	1	
100231563	NR4A1	nuclear receptor subfamily 4 group A member 1	1	ENSTGUG00000016805,ENSTGUG00000020476
